Tweets,Sentiment Score,Sentiment Magnitude
"Un colombiano hoy está pensando en 3 cosas: vacunación, empleo y seguridad. ", 0.30000001192092896 , 0.30000001192092896
"Sin renunciar a mis convicciones, hay que identificar agenda que solucione los problemas de hoy. ", 0.4000000059604645 , 0.4000000059604645
"En lo social: Colombia debe focalizar sus ayudas a adultos mayores que viven en pobreza extrema, para garantizar una vejez digna; y debemos tener un subsidio de desempleo para el trabajador formal ante cualquier crisis. ", 0.20000000298023224 , 0.20000000298023224
Con @LaBodeguita_TV: Mi vida la he dedicado a la familia y al país. , 0.30000001192092896 , 0.30000001192092896
Hoy tengo muchas preocupaciones con lo que está ocurriendo. , 0.20000000298023224 , 0.20000000298023224
Decido regresar al debate público a aportar soluciones. , 0.4000000059604645 , 0.4000000059604645
"Me siento muy contento de volver a contribuir, Colombia necesita que nos unamos. ", 0.8999999761581421 , 0.8999999761581421
En @HoraDeLaVerdad: Las condiciones determinarán el qué y el cómo participar. , 0.10000000149011612 , 0.10000000149011612
Hoy debemos pensar en contribuirle a Colombia. , 0.20000000298023224 , 0.20000000298023224
En eso estoy yo en este momento: escuchando a la ciudadanía y proponiendo soluciones para lo que estamos atravesando. , 0.20000000298023224 , 0.20000000298023224
El gran acuerdo sobre lo fundamental es ponernos de acuerdo en lo esencial que garantice un mejor funcionamiento de la democracia: Colombia hoy requiere reformas de fondo a la Justicia y a la Política para luchar contra la corrupción. , 0.30000001192092896 , 0.30000001192092896
"En este momento, ""parchando"" con @LaBodeguita_TV de cara al 2022: Tenemos que estar concentrados en la búsqueda de soluciones. ", 0.0 , 0.0
"Mi propósito es que el país salga adelante, quiero contribuir con mi experiencia y amor por Colombia. ", 0.5 , 0.5
Pensemos en el país. , 0.30000001192092896 , 0.30000001192092896
"Con @LaBodeguita_TV: Mi propósito es que el país salga adelante, pensemos en Colombia. ", 0.20000000298023224 , 0.20000000298023224
"Yo quiero contribuir con mi experiencia y conocimiento, a unir, está en juego el país que queremos. ", 0.5 , 0.5
"Es un propósito superior, ya vendrá el momento político. ", 0.5 , 0.5
"Los invito a conectarse al Space, donde conversaré con @JBagBam, @Ghitis y @MillerSoto sobre temas actuales del país y cómo debemos trabajar todos unidos. ", 0.20000000298023224 , 0.20000000298023224
"Colombia merece que trabajemos en reformas estructurales: - Red de Protección Social - Reforma Laboral - Transformación Digital - Gobierno orientado al ciudadano, desde las regiones - Educación con opción para generar ingreso - Desarrollo sostenible - Transformación productiva. ", 0.20000000298023224 , 0.20000000298023224
"Yo no puedo entender cómo hoy no hay una respuesta ejemplarizante de la JEP, una sanción, sobre aquellos que secuestraron menores y los reclutaron. ", -0.4000000059604645 , 0.4000000059604645
Colombia necesita un mensaje y acción clara en ese tema. , 0.10000000149011612 , 0.10000000149011612
"Debemos recuperar al @CeDemocratico en su esencia: a través del diálogo con ciudadanía, mediante soluciones eficientes, con mensajes claros de austeridad y confianza. ", 0.4000000059604645 , 0.4000000059604645
Esos son los temas que hoy deben preocuparnos. , 0.0 , 0.0
En el 2022 nos jugamos la democracia y el país que queremos. , 0.5 , 0.5
"El momento que vive Colombia, y específicamente el Valle del Cauca, nos exige que dejemos de lado las diferencias políticas. ", -0.10000000149011612 , 0.10000000149011612
Es necesario que empecemos a trabajar unidos para devolverle la esperanza a todas estas personas que tanto lo necesitan. , 0.4000000059604645 , 0.4000000059604645
"En el @CeDemocratico necesitamos hablarle a los jóvenes: debemos garantizarles educación con calidad, con oportunidades de empleo digno y bien remunerado. ", 0.10000000149011612 , 0.10000000149011612
"Debemos lograr un gran acuerdo sobre lo fundamental, que refleje propuestas y soluciones a las necesidades de hoy. ", 0.6000000238418579 , 0.6000000238418579
En @HoraDeLaVerdad: Yo hoy quiero proponerle al país para que juntos encontremos soluciones a las necesidades actuales. , 0.4000000059604645 , 0.4000000059604645
"Debemos lograr una agenda en común para el 2022, es el gran reto: darle a Colombia ese optimismo, estoy listo para construir. ", 0.699999988079071 , 0.699999988079071
"Debemos enfrentar las reformas de fondo que se han aplazado, para poner a crecer nuestra economía con productividad: educación de calidad, desarrollo de logística desde las regiones, empleo digno y con oportunidades, y austeridad estatal. ", 0.20000000298023224 , 0.20000000298023224
Queda demostrado que lo que hicieron en el 2014 fue un montaje para afectar las elecciones presidenciales. , -0.20000000298023224 , 0.20000000298023224
"Fueron 7 años esperando la reivindicación, hoy siento un alivio con el país: dijimos la verdad y actuamos de manera honorable - en @HoraDeLaVerdad. ", 0.800000011920929 , 0.800000011920929
"Lo que necesita nuestro país es el empleo digno y bien remunerado y en áreas nuevas: transformación digital, servicios, respaldo a emprendedores. ", 0.4000000059604645 , 0.4000000059604645
¡La gran prioridad de Colombia es la generación de oportunidades!. , 0.8999999761581421 , 0.8999999761581421
Requerimos de un acuerdo sobre lo fundamental para transformar la justicia y la política. , 0.30000001192092896 , 0.30000001192092896
"Hay que recuperar los principios de autoridad, orden y libertad. ", 0.30000001192092896 , 0.30000001192092896
Hay que ganarle al narcotráfico e iniciar la aspersión aérea. , 0.0 , 0.0
Debemos reinventar la relación con Venezuela. , 0.0 , 0.0
"Hay que reorientar esfuerzos para ayudar a la estabilización democrática del país vecino, acorde a la realidad actual. ", 0.4000000059604645 , 0.4000000059604645
"Colombia debe jugar un papel real y eficaz para la reconstrucción de esa nación, tenemos todo para aportar. ", 0.4000000059604645 , 0.4000000059604645
"En Venezuela @NicolasMaduro es un dictador, no podemos tener otro mensaje. ", 0.0 , 0.0
Debemos ayudar y lograr llegada de la democracia a ese país; hay que activar nuestras zonas de frontera y retomar servicios consulares en ese país para #ColombianosEnElExterior. , 0.20000000298023224 , 0.20000000298023224
Colombia debe profesionalizar aún más la @PoliciaColombia. , 0.20000000298023224 , 0.20000000298023224
Debemos concentrar esfuerzos para que nuestras @FuerzasMilCol afronten criminalidad con ciberseguridad en lo urbano. , 0.30000001192092896 , 0.30000001192092896
El relacionamiento de las FF.AA. , 0.30000001192092896 , 0.30000001192092896
con la comunidad es fundamental para mantener confianza y tranquilidad. , 0.8999999761581421 , 0.8999999761581421
"Quiero contribuirle al país, toda mi vida es pública y he estado al servicio de Colombia. ", 0.4000000059604645 , 0.4000000059604645
"Lo que hoy estoy haciendo es dialogar con la ciudadanía, encontrar soluciones a las necesidades. ", 0.6000000238418579 , 0.6000000238418579
Debemos enfrentar juntos el reto político que viene en el 2022. , 0.20000000298023224 , 0.20000000298023224
